"","record_id","month","day","year","AverageTemperatureFahr","AverageTemperatureUncertaintyFahr","City","country_id","Country","Latitude","Longitude"
"38540",7716734,12,1,1995,41.3546,32.3492,"Tottori","JAP","Japan","34.56N","134.27E"
"38550",7716744,10,1,1996,62.1554,32.3294,"Tottori","JAP","Japan","34.56N","134.27E"
"38560",7716754,8,1,1997,80.9258,32.3276,"Tottori","JAP","Japan","34.56N","134.27E"
"38570",7716764,6,1,1998,71.6324,32.3654,"Tottori","JAP","Japan","34.56N","134.27E"
"38580",7716774,4,1,1999,55.58,32.4158,"Tottori","JAP","Japan","34.56N","134.27E"
"38590",7716784,2,1,2000,38.6042,32.1998,"Tottori","JAP","Japan","34.56N","134.27E"
"38600",7716794,12,1,2000,44.7476,32.3096,"Tottori","JAP","Japan","34.56N","134.27E"
"38610",7716804,10,1,2001,63.689,32.2988,"Tottori","JAP","Japan","34.56N","134.27E"
"38620",7716814,8,1,2002,81.6026,32.1908,"Tottori","JAP","Japan","34.56N","134.27E"
"38630",7716824,6,1,2003,71.7224,32.5148,"Tottori","JAP","Japan","34.56N","134.27E"
"38640",7716834,4,1,2004,58.3286,32.5526,"Tottori","JAP","Japan","34.56N","134.27E"
"38650",7716844,2,1,2005,40.1144,32.2484,"Tottori","JAP","Japan","34.56N","134.27E"
"38660",7716854,12,1,2005,38.84,32.4014,"Tottori","JAP","Japan","34.56N","134.27E"
"38670",7716864,10,1,2006,65.6276,32.1746,"Tottori","JAP","Japan","34.56N","134.27E"
"38680",7716874,8,1,2007,82.6574,32.3024,"Tottori","JAP","Japan","34.56N","134.27E"
"38690",7716884,6,1,2008,70.9232,32.315,"Tottori","JAP","Japan","34.56N","134.27E"
"38700",7716894,4,1,2009,57.0614,32.3132,"Tottori","JAP","Japan","34.56N","134.27E"
"38710",7716904,2,1,2010,43.8062,32.2448,"Tottori","JAP","Japan","34.56N","134.27E"
"38720",7716914,12,1,2010,44.6396,32.4122,"Tottori","JAP","Japan","34.56N","134.27E"
"38730",7716924,10,1,2011,63.9554,32.2952,"Tottori","JAP","Japan","34.56N","134.27E"
"38740",7716934,8,1,2012,82.8104,32.8784,"Tottori","JAP","Japan","34.56N","134.27E"
"38750",7716944,6,1,2013,72.9914,32.7848,"Tottori","JAP","Japan","34.56N","134.27E"
"38760",7896708,5,1,1744,47.7824,34.5938,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38770",7896718,3,1,1745,23.9072,34.0592,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38780",7896728,1,1,1746,NA,NA,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38790",7896738,11,1,1746,NA,NA,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38800",7896748,9,1,1747,NA,NA,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38810",7896758,7,1,1748,NA,NA,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38820",7896768,5,1,1749,NA,NA,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38830",7896778,3,1,1750,33.6488,40.1054,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38840",7896788,1,1,1751,20.3342,34.8404,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38850",7896798,11,1,1751,NA,NA,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38860",7896808,9,1,1752,NA,NA,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38870",7896818,7,1,1753,59.6462,36.5342,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38880",7896828,5,1,1754,50.2772,37.796,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38890",7896838,3,1,1755,23.6102,41.7866,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38900",7896848,1,1,1756,24.1718,44.3822,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38910",7896858,11,1,1756,24.6578,42.2906,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38920",7896868,9,1,1757,50.1854,47.75,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38930",7896878,7,1,1758,59.72,48.9776,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38940",7896888,5,1,1759,44.168,39.2162,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38950",7896898,3,1,1760,25.4012,52.2212,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38960",7896908,1,1,1761,23.1476,46.373,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38970",7896918,11,1,1761,31.2044,35.8394,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38980",7896928,9,1,1762,47.4764,49.388,"Uppsala","SWE","Sweden","60.27N","16.22E"
"38990",7896938,7,1,1763,63.6242,34.6262,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39000",7896948,5,1,1764,48.6104,48.6176,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39010",7896958,3,1,1765,30.1802,37.7042,NA,"",NA,"60.27N","16.22E"
"39020",7896968,1,1,1766,19.814,45.158,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39030",7896978,11,1,1766,35.2598,42.3212,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39040",7896988,9,1,1767,53.0744,40.6382,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39050",7896998,7,1,1768,61.8818,40.6688,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39060",7897008,5,1,1769,47.21,50.1566,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39070",7897018,3,1,1770,15.0602,41.99,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39080",7897028,1,1,1771,14.837,48.623,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39090",7897038,11,1,1771,29.6798,41.3726,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39100",7897048,9,1,1772,48.7832,38.7878,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39110",7897058,7,1,1773,62.5802,37.0148,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39120",7897068,5,1,1774,50.0918,37.6952,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39130",7897078,3,1,1775,30.614,36.5486,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39140",7897088,1,1,1776,11.8562,46.148,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39150",7897098,11,1,1776,32.603,45.6692,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39160",7897108,9,1,1777,48.2738,41.2664,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39170",7897118,7,1,1778,63.203,34.8566,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39180",7897128,5,1,1779,49.8182,35.8646,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39190",7897138,3,1,1780,32.567,34.421,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39200",7897148,1,1,1781,18.878,48.848,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39210",7897158,11,1,1781,32.9288,36.7088,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39220",7897168,9,1,1782,50.7398,38.4242,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39230",7897178,7,1,1783,64.985,39.0398,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39240",7897188,5,1,1784,47.4512,36.3812,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39250",7897198,3,1,1785,20.5844,39.8696,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39260",7897208,1,1,1786,16.5992,37.9508,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39270",7897218,11,1,1786,22.0532,43.2212,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39280",7897228,9,1,1787,48.7616,38.7662,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39290",7897238,7,1,1788,64.805,41.2988,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39300",7897248,5,1,1789,49.9208,39.6986,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39310",7897258,3,1,1790,34.5218,37.5134,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39320",7897268,1,1,1791,29.9012,46.454,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39330",7897278,11,1,1791,30.4682,37.4414,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39340",7897288,9,1,1792,50.5022,39.8354,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39350",7897298,7,1,1793,61.8134,45.1094,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39360",7897308,5,1,1794,50.1116,39.4412,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39370",7897318,3,1,1795,20.1848,38.21,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39380",7897328,1,1,1796,30.767,39.9578,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39390",7897338,11,1,1796,29.696,38.7662,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39400",7897348,9,1,1797,53.6792,41.0234,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39410",7897358,7,1,1798,64.9382,38.3954,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39420",7897368,5,1,1799,43.1546,35.1788,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39430",7897378,3,1,1800,19.877,40.3808,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39440",7897388,1,1,1801,21.5852,35.5784,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39450",7897398,11,1,1801,31.4816,35.9402,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39460",7897408,9,1,1802,47.6744,38.9228,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39470",7897418,7,1,1803,62.3948,36.005,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39480",7897428,5,1,1804,50.2106,35.4398,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39490",7897438,3,1,1805,26.5478,35.8412,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39500",7897448,1,1,1806,22.739,36.5828,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39510",7897458,11,1,1806,31.2476,34.655,NA,"",NA,"60.27N","16.22E"
"39520",7897468,9,1,1807,46.1984,34.448,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39530",7897478,7,1,1808,62.564,35.0924,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39540",7897488,5,1,1809,49.9928,38.2532,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39550",7897498,3,1,1810,21.8264,39.1226,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39560",7897508,1,1,1811,19.9472,38.5448,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39570",7897518,11,1,1811,31.7768,43.4084,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39580",7897528,9,1,1812,45.4316,34.0646,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39590",7897538,7,1,1813,62.3066,35.9906,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39600",7897548,5,1,1814,43.4714,35.3408,NA,"",NA,"60.27N","16.22E"
"39610",7897558,3,1,1815,29.6006,41.1098,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39620",7897568,1,1,1816,22.1162,40.928,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39630",7897578,11,1,1816,29.1272,47.4782,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39640",7897588,9,1,1817,50.6426,37.6862,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39650",7897598,7,1,1818,65.5232,39.6374,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39660",7897608,5,1,1819,48.7112,35.8808,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39670",7897618,3,1,1820,26.177,37.4126,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39680",7897628,1,1,1821,17.6684,38.588,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39690",7897638,11,1,1821,32.2196,37.3568,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39700",7897648,9,1,1822,48.4736,36.311,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39710",7897658,7,1,1823,59.9792,33.728,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39720",7897668,5,1,1824,46.8986,35.9582,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39730",7897678,3,1,1825,27.9338,36.9104,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39740",7897688,1,1,1826,17.6396,33.9782,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39750",7897698,11,1,1826,31.127,32.9936,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39760",7897708,9,1,1827,51.7892,34.6136,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39770",7897718,7,1,1828,63.365,35.5892,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39780",7897728,5,1,1829,47.1938,40.1198,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39790",7897738,3,1,1830,30.3854,34.232,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39800",7897748,1,1,1831,14.3258,37.499,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39810",7897758,11,1,1831,28.2056,42.1196,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39820",7897768,9,1,1832,46.2164,37.6808,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39830",7897778,7,1,1833,60.2654,35.3858,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39840",7897788,5,1,1834,48.2612,34.6352,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39850",7897798,3,1,1835,29.5826,35.9456,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39860",7897808,1,1,1836,20.1758,33.4184,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39870",7897818,11,1,1836,27.6548,34.7198,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39880",7897828,9,1,1837,48.2108,34.9934,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39890",7897838,7,1,1838,60.1304,39.2846,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39900",7897848,5,1,1839,49.4258,33.4706,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39910",7897858,3,1,1840,27.5216,34.5992,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39920",7897868,1,1,1841,15.485,35.3318,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39930",7897878,11,1,1841,28.7384,33.989,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39940",7897888,9,1,1842,48.8228,34.6532,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39950",7897898,7,1,1843,60.6344,33.7388,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39960",7897908,5,1,1844,50.0576,33.5804,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39970",7897918,3,1,1845,19.2362,34.4768,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39980",7897928,1,1,1846,21.3368,36.7358,"Uppsala","SWE","Sweden","60.27N","16.22E"
"39990",7897938,11,1,1846,32.621,35.4362,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40000",7897948,9,1,1847,48.8894,33.7496,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40010",7897958,7,1,1848,58.4816,36.3758,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40020",7897968,5,1,1849,49.1288,32.8694,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40030",7897978,3,1,1850,23.3402,37.5008,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40040",7897988,1,1,1851,24.2672,33.6398,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40050",7897998,11,1,1851,31.1558,34.3076,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40060",7898008,9,1,1852,50.3816,34.0394,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40070",7898018,7,1,1853,62.3696,33.4634,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40080",7898028,5,1,1854,50.1422,33.44,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40090",7898038,3,1,1855,23.5148,33.7082,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40100",7898048,1,1,1856,20.3432,33.926,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40110",7898058,11,1,1856,22.613,33.854,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40120",7898068,9,1,1857,50.9918,33.4382,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40130",7898078,7,1,1858,64.1462,34.2284,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40140",7898088,5,1,1859,49.6526,33.71,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40150",7898098,3,1,1860,25.0304,35.7638,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40160",7898108,1,1,1861,13.406,33.7208,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40170",7898118,11,1,1861,28.5368,35.0276,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40180",7898128,9,1,1862,48.6824,34.0268,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40190",7898138,7,1,1863,57.2396,33.8162,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40200",7898148,5,1,1864,41.6498,33.6812,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40210",7898158,3,1,1865,22.3538,32.6804,NA,"",NA,"60.27N","16.22E"
"40220",7898168,1,1,1866,30.0074,32.9252,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40230",7898178,11,1,1866,25.7198,32.8442,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40240",7898188,9,1,1867,48.2972,33.476,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40250",7898198,7,1,1868,63.5846,33.3644,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40260",7898208,5,1,1869,44.3372,33.7388,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40270",7898218,3,1,1870,26.456,33.1358,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40280",7898228,1,1,1871,16.313,34.475,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40290",7898238,11,1,1871,24.6794,33.4328,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40300",7898248,9,1,1872,48.1676,32.6354,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40310",7898258,7,1,1873,62.5352,33.5192,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40320",7898268,5,1,1874,43.4966,33.3608,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40330",7898278,3,1,1875,24.782,33.323,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40340",7898288,1,1,1876,20.8256,33.5354,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40350",7898298,11,1,1876,24.6884,33.7514,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40360",7898308,9,1,1877,43.9592,32.6696,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40370",7898318,7,1,1878,57.5456,33.08,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40380",7898328,5,1,1879,47.1758,34.1528,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40390",7898338,3,1,1880,30.7742,32.8478,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40400",7898348,1,1,1881,14.3708,33.7136,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40410",7898358,11,1,1881,33.2528,33.4202,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40420",7898368,9,1,1882,52.0754,32.8388,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40430",7898378,7,1,1883,60.2942,33.0602,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40440",7898388,5,1,1884,45.2102,32.747,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40450",7898398,3,1,1885,28.9886,32.675,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40460",7898408,1,1,1886,21.4772,33.8234,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40470",7898418,11,1,1886,36.1742,33.17,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40480",7898428,9,1,1887,50.3384,32.765,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40490",7898438,7,1,1888,57.5222,33.0242,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40500",7898448,5,1,1889,53.3084,33.5048,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40510",7898458,3,1,1890,31.3736,33.7334,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40520",7898468,1,1,1891,19.067,33.449,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40530",7898478,11,1,1891,30.6392,33.0314,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40540",7898488,9,1,1892,50.126,32.594,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40550",7898498,7,1,1893,61.268,33.2294,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40560",7898508,5,1,1894,47.8202,32.6534,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40570",7898518,3,1,1895,25.0646,32.7344,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40580",7898528,1,1,1896,24.4796,33.0872,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40590",7898538,11,1,1896,28.5044,33.1106,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40600",7898548,9,1,1897,49.3052,32.8496,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40610",7898558,7,1,1898,57.1838,32.8766,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40620",7898568,5,1,1899,44.3624,33.0152,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40630",7898578,3,1,1900,25.8134,32.7578,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40640",7898588,1,1,1901,20.4872,33.8738,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40650",7898598,11,1,1901,27.302,32.774,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40660",7898608,9,1,1902,46.4126,32.7956,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40670",7898618,7,1,1903,58.6058,32.918,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40680",7898628,5,1,1904,44.9294,32.558,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40690",7898638,3,1,1905,30.416,32.5238,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40700",7898648,1,1,1906,25.9682,33.2762,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40710",7898658,11,1,1906,35.4722,32.6102,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40720",7898668,9,1,1907,48.245,32.558,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40730",7898678,7,1,1908,59.558,32.6264,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40740",7898688,5,1,1909,41.72,32.7902,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40750",7898698,3,1,1910,32.7866,32.6444,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40760",7898708,1,1,1911,24.7784,33.503,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40770",7898718,11,1,1911,32.135,32.5724,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40780",7898728,9,1,1912,45.8168,32.9684,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40790",7898738,7,1,1913,60.431,32.6624,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40800",7898748,5,1,1914,47.7824,32.6552,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40810",7898758,3,1,1915,23.5472,33.2798,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40820",7898768,1,1,1916,24.6488,33.0296,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40830",7898778,11,1,1916,36.0968,32.9414,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40840",7898788,9,1,1917,50.3312,32.6282,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40850",7898798,7,1,1918,60.8036,33.0908,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40860",7898808,5,1,1919,50.1872,33.0584,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40870",7898818,3,1,1920,35.969,32.9,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40880",7898828,1,1,1921,24.2816,32.9774,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40890",7898838,11,1,1921,26.4632,32.7092,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40900",7898848,9,1,1922,47.7086,33.1682,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40910",7898858,7,1,1923,60.773,32.7884,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40920",7898868,5,1,1924,46.5314,32.864,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40930",7898878,3,1,1925,25.1474,33.305,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40940",7898888,1,1,1926,20.3432,32.738,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40950",7898898,11,1,1926,34.1078,32.7866,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40960",7898908,9,1,1927,49.1396,32.8424,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40970",7898918,7,1,1928,56.1092,32.4284,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40980",7898928,5,1,1929,47.7914,33.026,"Uppsala","SWE","Sweden","60.27N","16.22E"
"40990",7898938,3,1,1930,31.5968,32.5652,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41000",7898948,1,1,1931,20.3684,32.9288,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41010",7898958,11,1,1931,36.0518,33.1232,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41020",7898968,9,1,1932,49.1018,32.7074,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41030",7898978,7,1,1933,63.1544,32.3726,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41040",7898988,5,1,1934,51.3536,32.5688,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41050",7898998,3,1,1935,28.6502,32.7452,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41060",7899008,1,1,1936,24.4436,32.837,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41070",7899018,11,1,1936,34.3274,32.387,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41080",7899028,9,1,1937,51.0854,32.495,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41090",7899038,7,1,1938,61.7846,32.4104,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41100",7899048,5,1,1939,47.8202,32.7434,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41110",7899058,3,1,1940,20.0048,33.1934,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41120",7899068,1,1,1941,7.4174,34.907,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41130",7899078,11,1,1941,29.3162,32.8262,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41140",7899088,9,1,1942,49.5968,32.4572,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41150",7899098,7,1,1943,60.44,32.5616,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41160",7899108,5,1,1944,45.563,32.5562,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41170",7899118,3,1,1945,32.3528,33.2132,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41180",7899128,1,1,1946,22.739,32.8028,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41190",7899138,11,1,1946,33.251,32.4644,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41200",7899148,9,1,1947,53.9582,32.4932,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41210",7899158,7,1,1948,61.8782,32.4014,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41220",7899168,5,1,1949,51.9044,32.594,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41230",7899178,3,1,1950,31.7246,32.8802,"Uppsala","SWE","Sweden","60.27N","16.22E"
"41240",7899188,1,1,1951,19.6772,33.4148,"Uppsala","SWE","Sweden","60.27N","16.22E"
